document_id,clean_text,Sentiment
149,The movie was awesome and very inspiring to all marvel fans . Akwafina was absolutely hilarious and a great fighter . Shang chi is about to join the avengers for the first time after endgame. I have this feeling Shang chi and doctor strange will have to travel through time and space to Find all places that he's never seen before. I hope to see Shang chi travel to New York City or meet guardians of the galaxy and captain marvel and find some connections to the mcu .,positive
150,"It feels like a mash up of about 10 old movies anc 20 plots weaved into one film, for me I didn't enjoy it very much, there were positives but overall I didn't leave feeling like I'd seen something that special. It didn't feel like a marvel film, I'm not against diversity or going in different directions but it just wasn't a film I loved or would see again. The characters were bland and uninspiring, the humour was ok but bit same old same old and the plot which I'd guess you'd call the main theme felt a bit daft.The cgi was awesome, graphics, choreography and costumes all really nice, parts were genuinely beautiful but if the film ain't doing much for me that doesn't matter.Think a lot would hinge on whether you got this gimmick or liked it, I didn't, they were cool for set pieces and what they wanted to achieve in the movie but I just felt they weren't something I thought was interesting or that impressive.It was always going one way, it was pretty predictable and I didn't feel or believe the emotion as I found the story a bit stupid, it just felt directionless and they were trying to do so much whilst achieving very little.It felt long to, much longer than the run time, it just wasn't a film I'd recommend and it was one I felt disappointed.I maybe backwards though as everyone's saying this makes up for black widow, I don't get that, I thought black widow was brilliant. Way better than this.Also it seems if it's Asian and a bit funny everyone calls awkwafina.",negative
151,"For the latest flick in the MCU Shang-Chi, it's magnificently assembled with a stellar cast like 'Crazy Rich Asians' stars Awkwafina and Michelle Yeoh combined with an interesting performance of Tony Leung as the villainous Mandarin. Simu Liu as the lead is a welcoming addition to the Marvel family with his martial arts skills and adds more to this ever-growing universe.The visuals, the fight choreography, and an interesting soundtrack to boot! It makes you think this is more like a martial arts fantasy film rather than a typical Marvel movie. I also took notice of the moral values and quirks usually seen in Asian families that it began to remind me of the most recent film Crazy Rich in a way in terms of valuing your heritage and roots, but learning that your past doesn't dictate what you should become many years later.At 2019 San Diego Comic-Con, Simu Liu spoke about what it's like to be part of Marvel. He was so humble to speak of it. After what I've seen in this movie, it makes sense on why he said at the panel of him citing Black Panther's Chadwick Boseman (respect) as an influence in taking on this lead role. Chadwick helped open that door for him, he took it, and made it his own for audiences who look like him.After all that's transpired in the MCU since 2008, I can't wait to see where else Shang-Chi will go next from here. I recommend it.",positive
152,"First thing first, this film is great, visually a treat for any lover of cinema, combat fighting and some well timed comedic moments but the story leaves something to be desired.Simu Liu as a leading man in this movie is great to embody this character. He's fighting prowess can probably only be matched to the daredevil Tv series in such choreographed fight scenes. Very different styles but this follows effortlessly from him during this movie. Tony Chiu-Wai Leung, What more can be said about this performance! As the true Mandarin i would love to have seen him face off against iron man, the power creep is massive but this would be epic! Awkwafina just annoying the only words i want to talk about her character, when she was falling from the bamboo scaffolding i hoped that was the end of her arc. Michelle Yeoh and Meng'er Zhang we good for supporting roles but nothing really different we've seen in the past. Mother figure after their actual mother has been killed and then the ambitious sister that always feels hard done by and in the shadow of her bother.By the end of the film they all band together to defeat the bad guy standard stuff! That portal at the end is that a path to the Dark dimension? Maybe something thats going to be explored in Doctor Strange 2. Wong and the Abominations appearance has already been revealed. Nice details placed in those moments with Wong return Abomination to the raft.Overall the action was great, casting for the leads perfect, the story was very simple and no real revelations by the end of it. Does this beat Iron Man, no, Captain america the first avenger, close but yes, Thor, yes, Captain marvel, 10000%, Ant Man, nope. Middle of the road first movie with a lot to build on!!",negative
153,"I can tell you the reason to see this film is solely based on the performance of the incredible Hong Kong actor Tony Leung as Shang-Chi's father Wenwu aka the real MANDARIN. He literally carried this film on his back. For those who aren't film buffs, Tony Leung is basically Leonardo DiCaprio, Tom Hanks, Denzel Washington and Brad Pitt combined in Hong Kong. Even though Hollywood has knocked on his door a few times, finally, better late than never, he gets his due in Hollywood.Simu Liu throughout most of the film, I thought was alright, nothing too special, nothing too terrible. However, he has two incredible moments in the film where then I was completely sold on his character. A great display of acting, one of which involves a scene with Tony Leung where he calls out his failure as a parent. What I also admired is that Shang-Chi also has blood on his hands. He reveals this to Awkwafina's Katy and Simu doesn't overdo his performance in that scene. You felt his anger, his guilt and his remorse. This reveal reminded me he almost killed the Death Dealer, seeing and knowing this makes his character a bit more rich and complex. I appreciated that he wasn't a saint.The relationship between Shang-Chi and his father Wenwu on the surface does involve superhero theatrics, however underneath it, it does have a very relatable dynamic. As an Asian myself, I think it will hit home to most Asians and their relationship with their parents.But despite all that, I did not love the film like I wanted to. It still falls under the same old formulaic humor I despise, mainly coming from Awkwafina. I will however concede that I did expect the humor to be a lot worse and thankfully it isn't too unbearable. But if it were up to me, ""less is more."" I had some inkling that Sir Ben Kingsley would show up and he does add the redundant humor into the mix.Although it works on some level, the story mainly lumbers along, obsessed with backstory. On the one hand I did feel the drag, but in the other I felt the flashbacks did help flesh out Wenwu, Shang-Chi and his sister Xialing whom Meng'er Zhang does a good job portraying. Fala Chen also had a great supporting role as Shang-Chi's mother.While the creatures showcased in final act are pretty cool like the Great Protector, I particularly disliked Morris the faceless chicken-pig that accompanied Ben Kingsley's Trevor Slattery and found the addition very unnecessary. Speaking of unnecessary Florian Munteanu's Razor Fist was not needed. I felt all his screen time could have been devoted to the Death Dealer who I was more interested in.I also did feel like they took some tropes and traditions of Asian cinema and did not present anything unique on their own take and in doing so I got this feeling that at least half of the film did not know what it wanted to be other than an Asian American hero in the MCU.To sum it up, a stellar first half, where then Marvel eventually goes back into their comfort zone by the third act. Despite Tony Leung's magic as a performer and Simu Liu's best efforts it is ultimately another okay entry to the MCU as opposed to the top tier level films that took big swings like INFINITY WAR, the first IRON MAN, the CAPTAIN AMERICA trilogy or the first GUARDIANS. Again, being an Asian myself I wanted to love this film, but I didn't, I just thought it was okay.Two post credits scenes so stay put.7/10.",negative
154,"Awakafina ruining another movie. Her acting is baaaad she not funny, the movie is pretty boring so much CGI it makes ones head hurt I can see why they didn't accept this movie in China it was baaaad.K thanks byeeee.",negative
155,"The Good: The Action. This movie excels at delivering some of the best fight scenes in the Marvel Cinematic Universe, thankfully. There are nice long takes and fixed shots; the camera is spinning around and there's great energy to these fights. The first bus scene is a stand out (even if the background actors are a little TOO comfortable with what's happening) and the final fights are great.I also really liked seeing Chinese mythological creatures in full, expensive Hollywood glory. I'm not Chinese, but having been fascinated by the differences between Western and Eastern mythical creatures, I really got a kick out that.The Bad: Unfortunately, there is a lot of meh and bad here. Simu Liu is fine, but similar to Captain Marvel and Black Panther, he has no discernible character and feels like a sidekick in HIS OWN MOVIE. The movie juggles so many (mostly) pointless characters, that it loses sight of the core character and the obvious emotional arc of the film. Awkwafina is mostly pretty superfluous here and unnecessary. As his sister. As is...well, most of the people in this movie.The main villain, played by the legendary Tony Leung, is only watchable because it's well...Tony Leung. They don't want to call him the Mandarin (even though it's the name of the primary Chinese language, but...okay) and while the movie makes fun of Iron Man 2's whitewashing, I have to say...Ben Kingsley did it a lot better. This version is pretty bland and pointless. Of course, there's a second villain, this nondescript, nameless dragon creature and we get this big stupid CG fight at the end. Marvel for ya.The movie is also arranged in a baffling way, with numerous flashbacks happening 40-50 minutes too late. This movie also drags A LOT in the middle and to be honest, I can barely remember what happened then and I saw this movie last night.The Ugly: I know that this movie is a win for Asian representation. That this movie has an almost entirely Chinese/CBC/ABC cast (look up what those mean), is
set mostly in China with about 50% of the dialog in Mandarin AND is the highest grossing movie in North America is meaningful. I get it. But, maybe it's because I watch A LOT of East Asian cinema already that this fact alone isn't enough for me, personally. It's a mediocre movie and I don't think we should just give big studios a pass, just because the representation is important.",negative
156,"One of the real standouts for me in the movie was the fights scenes. The MCU is not really known for having interesting fight scenes and really most of them are just bland and cliché but Shang-Chi brought something new and I loved it. Every single fight scene was so well done and paced super well and Destin Daniel Cretton, who directed this, did an amazing job directing the fight scenes in this movie. The fight scenes in this movie were probably the best part especially since you can tell that all of the actors in this movie, especially Simu Liu, did most of the stunt work themselves. It's also insane to think that other than this movie Simu Liu has only really acted in one other thing but you could barely tell. He played Shang-Chi so well and brought so much emotion that everybody can easily relate to and love him. Honestly, everybody did an amazing job acting in this movie and I have to say I was skeptical with Awkwafina, who plays Katy, but she proved me wrong. But for me, the real scene-stealer was Tony Chiu-Wai Leung, who plays Xu Wenwu, as the villain. The villains in Marvel movies are mediocre at best but he decided to change that with this movie. Xu Wenwu was such an intriguing villain that the audience can easily sympathize with and relate to him. The cinematography in this movie is gorgeous to look at and you can see the detail that was put into it. Depending on where the movie is at the lighting reflects that area. I will say though is that this movie has a bit of slower pacing that at times does work in its favour but in other parts, I very much was wanting the movie to hurry up. In the end, Shang-Chi is such a heartfelt Marvel movie that does have some issues but is still enjoyable.",negative
157,"If you rarely are disappointed with Marvel films, and you consider yourself a big fan of them, then you will most likely enjoy this film. It's certainly better than a few of the last installments (by a small margin), but this film is proof to all others that there really aren't any fresh ideas anymore, and the Marvel antics are getting rather boring.You have good guy who is lackluster in personality, has some family issues, turns out he's a very important guy in the world, has some impressive abilities which he hones, discovers things about himself, has someone close to him betray him, has to make some big decisions, engages in climactic fight, the end.These movies are so cookie-cutter, all Marvel is now, is predictable pomp and circumstance with flashy lights and SOME, not many, redeeming qualities. Let's start with those first:Choreography. There are some slick-nasty moves in most of the fight scenes. Action scenes, and entertaining fights is certainly one thing Marvel rarely disappoints.Humor. Another typical trait of a Marvel film, you get some good chuckles here and there. However without Awkwafina, this trait would be almost non-existent. And this is coming from someone who usually doesn't care for the smarky humor of the latest generations. But she is rather funny without being TOO annoying and sarcastic.Special effects and cinematography. Solid work, obviously they didn't downsize their SFX department. But compared to the bar set by previous movies in the Marvel world, it's not all that impressive.On to the unflattering traits:Story. WOOF. Predictable through and through, don't expect much of anything here. They could easily have held a writing competition at any average middle school for the students to write a basic action movie script, and the storyline for this film would have probably been the entry from the kid who won 3rd place.Characters. Aside from a a select few, the characters are as flat as a pancake in a hydraulic press.The humor and the action. While I mentioned this earlier as a pro, over time, it all got old towards the end. The attempts at humor starting falling short of the goal, and the action became stale.It's about time to wrap up this dynasty of Marvel movies and move onto something else before it starts to smell like discarded scraps of reused ideas, and accumulate maggots of banality.",negative
158,"Typical cheesiness of every Marvel movie. I enjoy Marvel movies, but already know to go into them open to a certain degree of unseriousness and just enjoy them for what they are. That being said, I thought Shang Chi was actually one of the stronger Marvel movies I've seen. It did become cheesy with the dragons, but the fight scenes were top notch. The acting was strong and Awkwafina was hilarious. Overall, a solid movie. Not the best, but stronger than most.",negative
159,"Shang-Chi and the Legend of the Ten Rings is an entertaining albeit formulaic popcorn Marvel film that's part-family drama and part-kung fu adventure that is raised by Tony Leung's villainous performance as Wenwu. It delivers a solid introduction to an Asian American superhero while paying tribute to Chinese martial arts films.First off, it's very pleasing to see the warm reception Shang-Chi has received across the world. It's a phenomenon to see English-speaking audiences intensely cheering for a subtitled film that has large portions in Mandarin. Back in my university days, the average Western filmgoer typically would not see a foreign subtitled movie on the account of not wanting ""to read a movie."" Look at how much the world has changed now.The first half of Shang-Chi plays much stronger. The San Francisco bus sequence is reminiscent of a Hollywood big-budgeted version of 90's Jackie Chan films set in Western locales, like Rumble in the Bronx, Who Am I or First Strike.The fight choreography moves from hard fisticuffs towards fantastical wuxia, and plunges into more and more CGI. The former is more engaging with Shang-Chi being caught in the wrong place at the wrong time in a real setting.Simu Liu does a solid job as Shang-Chi and has impressive moves. Like an athlete, he sells the hits and moves swiftly when performing parkour. Liu grew on me throughout the movie, much to the aid of the always-charismatic Awkwafina as his best friend Katy. They share a charming banter as if they were doubling as their own R2-D2 and C-3PO.The film's MVP is Tony Leung, who approaches his role with an award-worthy intensity, injecting a depth and gravitas to his villain that elevates the film to another level.I was amazed by the depth Leung achieved through his scenes. The scene that struck me was a flashback where Tony Leung's Wenwu comes home through his door and gives a look of concern to his own family. In that one glance, Leung portrays a completely different person in contrast to the villain in the present. His performance cut right through me and I felt I was watching someone suffer.It is unfortunate as Wenwu is undercut by the script introducing a second villain late in the second half, which diminishes Leung's character. Wenwu is established as an immortal who's fought for power through the ages, yet there's a lack of wisdom in his latter actions that felt unconvincing.Shang-Chi's third act takes a strange turn into mythic realms and loses the gravitas that was promised in the first act. The story shifts into a westerner's stereotypical view of China. We get the straw hats, the rice paddy village that looks Cambodian, and the constant mention of dragons. With a CGI-infused finale spectacle, the movie then exhausts all the good will earned from the first half.Shang-Chi is entertaining Marvel fare that will be remembered best as a cultural zeitgeist icon for Asian American representation. However, as a film, I don't feel the need to revisit it anytime soon. When I will, it will be for the San Francisco section and Tony Leung scenes.I am Asian, not Asian American. I'm happy for other Asian Americans who feel represented by Shang-Chi. I personally do not feel that representation from this film and am fine with that. Looking at the film itself, I admit Shang-Chi is one great step in the Asian American representation fight. However, it's apparent there's still a heck of a long way to go...",negative
160,"I was super excited for this film and at the start of the year it was probably my most anticipated film of the year. It definitely did not disappoint me! This film is massive fun, massive action and has massive heart. The action scenes are so cool and the choreography is amazing in the fight scenes and the martial arts look so good. I love the jokes between the two main characters and the banter they have together is great fun. This is a good way to do an origin film this far into the MCU, it sort of flicks between flash backs and the present day and it keeps the pacing of the film fresh and quick. Shang-chi as a character isn't super well known but just like the guardians of the galaxy I think he will become a household name. The shots in this film are gorgeous at times and have some beautiful bright colours and amazing Chinese settings. Some of the effects fail a little bit but it's not enough to harm the film at all. I loved this film and I'm so happy to be back into the marvel universe once again!",negative
161,"**What I didn't love**Some decision making by the characters were a little bit off-putting and unclearMotivations likewisePlot, pacing, storyline were a little off in some places (e.g. Shang chi's power progression was a questionable moment for me; bit of an abrupt ending)Theaters are really trying to milk the pre-show value... it was close to 35 minutes dammit**What I liked (Not in a particular order)**Great music. Gonna check out the actual soundtrack (BIBI is on it!!)CG was straight up amazing. In comparison to some recent Marvel movies I watched (cough black widow cough), they really pulled it off on this oneAwkwafina is hilarious. She really carried this movie. Added the lightness that is present in all Marvel moviesRings as a weapon is SUCH an amazing concept. They really visualized it wellMartial arts actions scenes were not as cringe as I expected (except for the one where they fall in love)I really appreciate the growing Asian representation in Hollywood films. They really did a good job making it culturally ""Asian"" but not cringe like... some other examples!Overall, pretty solid Marvel film - I hope to see this franchise grow and evolve as this movie was by far not perfect but really good for a starter;",negative
162,"A Marvel Legend has risen and it only took 40 years to become an overnight sensation.""Kim's Convenience"" star Simu Liu breathes life into the title character who's changed his birth name to Shaun.What a stretch when you don't want to be found by your estranged dad, Xu Wenwu otherwise known as The Mandarin, played by Tony Chiu-Wai Leung (in his first American film) who has more rings than Ringo Starr or the Olympics.What can I say this guy loves his bling.Rapper/Actor Awkwafina is his BFF, Katy.Together Shaun goes out of his way to avoid bringing back the dead with his wisecracking ""Crazy Rich Asian"" girlfriend in tow.Simu was so intent of getting this gig that back in 2018 he tweeted Marvel for the role.Kung Fu fans are in for a solid 2 hour plus fight spectacular, which doesn't stop too long to draw breath.This movie never gets boring.It's Action, Adventure and Fantasy all rolled into one thrill ride straight out of the Marvel Universe.I kind of half expected 80's Singer, Limahl to crank out ""Never Ending Story"" in the final act of this epic movie thanks to one of the legendary creatures hiding out in a mythical village not unlike Shangri-La from 1937's classic ""Lost Horizon"".Car maker BMW clearly have a product placement deal with Producer, Kevin Feige.They are driven, crushed or smashed in every automobile scene.Hawaiian Director, Destiny Daniel Cretton, best known for ""Just Mercy"" and ""The Glass Castle"" does a marvellous job with the Screen Play and Screen Story he helped write based on the source material from Marvel Comics Steve Engelhart and Jim Starlin.This movie idea has been floating around since the 80's when the late Stan Lee wanted Bruce Lee's son, Brandon to play the lead, but that plan fell through.Australia actually played a huge part in this movie finally being produced despite World War C's best attempt in 2020 to shut down production.Watch out for: Michelle Yeoh plus Aussies Ronnie Chieng, Lynette Curran and Lydia Sarks (from the Toyota Commercials) as the hilarious Flight Attendant.Like all good Marvel movies there is an Easter Egg worth waiting for before the cinema lights come on and the curtains close on the big screen.And just like the movie this review doesn't mention the title till the final frame, ""Shang Chi and the Legend of the Ten Rings"".Do yourself a favour and take the family to see the 25th film in the Marvel Cinematic Universe which is full of surprises and cameos.MCU's first with an Asian leading Superhero Protagonist!",negative
163,Shang-Chi inovates in Marvel Cinematic Universe with amazing action choreography that will keep you invested at all times.,positive
164,"I don't know who Awkafina is but I found her voice irritating and her role is annoying like a furry toy in a Disney film, that said the rest of the film is kick ass and I was totally engrossed in it.",negative
165,"This is just like any other Marvel movie; the only difference is the majority of the cast is Chinese. Which was the same situation with Black Panther, so it isn't new.It's still an action movie, there's a lot of humor sprinkled throughout much of which comes from a ""quirky"" sidekick, it ends with a big CG battle, and there's more setup for the next thing during the end credits. It's tiresome now.The action is good, the acting is good, the story is fine, the characters are fine, the music is fine; overall, it is an entertaining movie, but the Marvel formula can only work for so long. For me, anyway.",positive
166,"I once said after watching Black Panther, that it would be cool if there was an all Asian cast similar to it. There were some all Asian cast movies like Crazy Rich Asian (2018), but that is a romcom, and Mulan (2020), but that was bad. In comes Shang Chi which is the first Asian lead Superhero movie ever. The premise is ""Martial-arts master Shang-Chi (Simu Liu) confronts the past he thought he left behind when he's drawn into the web of the mysterious Ten Rings organization"". So does Shang Chi succeed in giving us a good all Asian cast big blockbuster or is it just another failed attempt?Firstly, the action sequences and choreography are some of the best from Marvel since Captain America and the Winter Soldier (2014). Martial arts are the focus of the action scenes in Shang Chi and they are beautifully choreographed. We get the classic wire-fu/floating style of Crouching Tiger but we also get some Jackie Chan style with the utilization of the environment for the action. Each action scene is memorable and stunning to watch. Additionally, the action scenes avoid using lots of cuts and shaky cam which I was so grateful for. It is also clear that the actors themselves rehearsed the choreography making the fights feel more believable and gratifying. It does become a more typical MCU action sequence by the third act but even that is still pretty enjoyable even if it isn't as good as the first two acts.The cinematography by Bill Pope (Matrix trilogy, Spiderman 2 and 3, Scott Pilgrim) is also excellent in Shang Chi. Skyscrapers and forests in Marvel movies have never looked as good as it has in Shang Chi. Bill pope and director Destin use the lighting and colours very effectively and allow for some genuinely beautiful shots. The music score by Joel P. West is also pretty good. Joel utilizes more electronic sounds and pop/rap songs for the scenes in the city but uses more traditional Asian instruments for the mystical areas. Joel's score captures the scene and the pop/rap songs themselves are also quite good albeit not as memorable as the Weeknd or Lamar from Black Panther. I also love the story and exploration of ""family"" with Shang Chi whilst not using Asian stereotypes. It also doesn't overuse humour like in Marvel's previous outing, Black Widow (2021), where they use jokes every couple of minutes and ruin a serious scene. Shang Chi thankfully avoids doing this, thus allowing the emotion of a scene to linger longer. There are still jokes though but they are genuinely quite funny.Furthermore, Simu Liu is charismatic, charming and cool as the titular character Shang Chi. I think Marvel succeeds again in the casting department as Simu Liu delivers on making me believe that this guy is a top tier martial artist. I also think Simu gives a good performance during the more emotional moments as well. His chemistry with Awkwafina who plays Shang Chi's friend Katy is great too. The banter between Shang Chi and Katy is some of the funniest scenes and makes me believe that those two were friends for years. However, Tony Leung who plays the main villain Wenwu (the real Mandarin) is the one that steals the show. Tony Leung is just phenomenal as he can convey the exact emotions of his character just through body language alone, it is just masterful acting. My biggest worry with MCU origin movies is that the villains are lacklustre but Shang Chi does not fall into this. Wenwu is very sympathetic but also extremely fearsome. He is also the father of Shang Chi which makes the conflict between them feel more meaningful and tragic. Wenwu is not a straight-up evil person as he does still have good in him and I like that.Unfortunately, Shang Chi suffers from having the 3 villain problem. Razorfist played by Florian is Wenwu's henchman and he doesn't get any backstory. I don't mind him that much though as he is mostly there to chase Shang Chi like a 007 henchman. There is also a scene where he does seem visibly worried about Wenwu's health which gives him some character depth. On the other hand, the 3rd villain Death Dealer who is a mysterious assassin of Wenwu is a massive disappointment. He looks very cool and visibly distinct from other ten ring members and is relevant to Shang Chi's past but amounts to absolutely nothing.Moreover, there is also a 3rd hero to Shang Chi and Katy with Shang Chi's sister Xialing played by Meng'er Zhang. She doesn't get enough interactions with Shang Chi, Katy or her father Wenwu and that feels like a waste. It's a shame as her interactions with both Shang Chi and Katy are enjoyable and she also doesn't interact with her dad Wenwu which is just a missed opportunity for her character. The movie also has a pacing issue as it slows down significantly in the second act. It just featured a lot of talking, exposition and flashbacks which I felt could have been cut down by a couple of minutes.Overall, Shang Chi and the Legend of the Ten Rings is the all Asian cast movie I have been waiting for. It delivers on the action, story and characters while being an exciting new addition to the MCU. I can't wait to see more of Shang Chi and finally get to see an Asian in the Avengers team.",negative
167,"After a brief gap of theatrical release (not considering Black Widow as it had a partial release), MARVEL is back in theatres introducing to the characters of the new phase of their universe. Shang Chi The Legend Of Ten Rings is a standalone film but equally also serves as an important piece of puzzle in the events linking to the web series' and upcoming movies. It goes without saying that watching all the recently released series on Disney+ is as important as following these movies in order.As the trailer shows and also the name suggests Shang Chi is a movie whose action heavily lean towards the martial arts and individual battles. It is a different watch as compared to other MARVEL movies which involve a lot of hi tech dependent action. The movie hardly wastes any time on the lead character's introduction and straightway jumps into the 'purpose'. Having experienced the 'blip' after the infinity war, the normal people aren't surprised anymore when supernatural things and high octane action happens around them. Hence the character here is hardly wasting any time on hiding their identities from the public. The storyline is pretty straightforward and the movie has strong resemblance to Black Panther because of the lead character's connection to his place of origin. The action sequences are shot brilliantly and some of the camera and lighting work is mind blowing. The movie relies on good hand to hand combat almost until the climax and I believe if MARVEL had gone for an R rating, the action sequences would have been much better to watch. I personally think some incidents happening around climax were way too convenient. Last but not the least, the background music just elevates most scenes into a whole new level.Simu Liu has what it takes to bring the Asian heritage to the superhero universe. The movie doesn't test much of his emotional side and I believe we will get to see more in the upcoming movies. Tony Leung shines in his powerful antagonist role and Awkwafina drives the comical side of things as Shang Chi's close buddy who is almost a sidekick. Rest of the cast have done a decent job and do look out for a surprise funny cameo ;-)MARVEL expands its universe with Shang Chi by exploring a different culture and heritage in the superhero genre. It is a satisfying watch for a MARVEL fan and a great watch for any action movie fans.",positive
168,"To me, it seemed to be made for the Chinese Market rather than the MCU fans & rest of the world. The lead & his best friend are good, along with the rest of the cast but the plot & story telling is poor. How & why Shangs mother ever married his father, maked no sense whatsoever. Most of the action scenes are too fast, too dark & when not dark, too blurred & CGI'd. If you want to see great action scenes, watch old Jackie Chan movies where you can actually see what is happening. Too much reliance on CGI & too long. This is not in my top 20 MCU
4/10.",negative
169,"Overall: 91/100This is more geared towards non-Marvel people than for the Marvel people.Quick & Dirty: I loved it and would highly recommend seeing this film in theatres. Visually stunning, fantastic fight scenes, great story, and emotionally driven. Due to one too many lulls perhaps a slight bit too long in length, but overall, very enjoyable.When I was teen I loved watching Asian films such as ""Crouching Tiger, Hidden Dragon"", ""House of Flying Daggers"", & ""Ong-Bak"". This film had the great martial arts fighting sequences that the aforementioned films had. I felt like I was a kid again enjoying something fresh and new. I also fully enjoyed the combination of Mandarin (apologies if that's wrong) and English. A movie with subtitles always reminds me that there's more than the bubble of North American film.The acting was great. Michelle Yeoh was the one who stole the show for me at the end of the day. Again, it reminded of the good old days of martial arts movies that depended on the actors to make things believable instead of lots of CGI.I watch virtually zero Marvel movies and so if you're iffy on whether to watch this or not it shouldn't stop you from enjoying this film. It's funny, action packed, and does not appear to be culturally inappropriate. The acting is great and the length of the film, while a little long, is still exceptional.PS... there are two after the credits scenes so make sure you have time sit until the very end.Enjoy the show!",negative
170,"I have nothing negative to say about this movie it's perfect, highly entertaining and fun, action packed, emotional, great story telling and comedic as well! Awesome post credit scenes as well! Can't wait for the second one!!",positive
171,"Preferebly to watch in cinema, sound efects, fights, visual, everything is satisfy.Plot wasn't speciel, some cliche important scenes, most of in ending, new wakanda, funded asian culture and mytology.Good for watch with friends and marvel fandom.",positive
172,"I've been a Marvel fan for a long time now and I must say this is Black Panther level impressive. A great origin story, great characters and visual effects and of course the action. Any Marvel's fan will absolutely love it and if you're new to the scene this is a great start.",positive
173,"SPOILER ALERT***** Great film except the fact that they let his gf in on Avenger business at the end. She trains one day with a bow and arrow, gets a lucky shot in the throat of a dragon and now she's Avenger material? Nahhhh.... Other than that, it was visually stunning and an action packed thrill ride.",positive
174,Visually this movie is a treat to watch. From action to its sound effects this movie gives spectacular performances in it's own style. Acting performances by all the cast are amazing. Story is unique & different not a great one but it fits quite well. Marvel has done his magic again with SHANG-CHI as this movie is well made and reach all the spectaculations in it. I hope people like this movie and praise it because it's really that good.And yess don't miss the credit scenes because marvel has a habit to hid the surprise after the movie.....,positive
175,"""Reel Tunez: The Radio Show All About the Movies"" Movie Review (9/8/21): ""Shang-Chi and the Legend of the Ten Rings""First, when people on IMDB rate a movie (though VERY good) a 9 or 10, I really want to ask ""So it's a 10.. the VERY BEST movie EVER.. as good as ""Sound of Music"", ""Gone with the Wind"", ""Oliver"", ""Star Wars"" and movies that probably DO get a 9 or 10?? To me.. YES.. an excellent movie. But people skew the ratings by calling everything a 9 or 10. With that said, I'd give it between a 7 and 8 (which is VERY good), but a little closer to a 7 (7.4).Yet another Marvel Studio (Disney) release to the Marvel Universe. I knew nothing about this movie and didn't really have a lot of interest in seeing it, but GLAD I did! It was fun.. and it was exciting! Excellent adventure movie that had great effects and great story line.If you like adventure movies.. even if you haven't followed the Marvel Universe, you really don't have to know the history of the other movies to enjoy this one.I will add the following (which is not a spoiler): Do NOT leave the movie until the very VERY last of the credits have rolled and they turn on the lights to clean the place. As the movie ends, we go into one last restaurant scene. Then in the middle of the credits, we get MORE story. Then after the last of the credits.. even after ""Marvel Studio Cleaning Crew: Bob the Janitor and Mae his wife"", we get ONE more scene at the end. These Marvel extras are consistent and basically a clue into what comes next.On a 1-10 scaled, I'd give this a very good 7.4! This is a BIG screen movie, so see it at the theater.",positive
176,"Shang-Chi is a great character with a compelling backstory. I look forward to seeing him in future MCU movies. There's a lot of fun in this movie, with a nice variety of well-choreographed action.However, I have to dock a star for the way they gave up on Xu Wenwu's character development in the middle of the film. Here's a character with centuries of blood and conquest who gives this up voluntarily to become a family man. This is important both as a personal narrative, as well as for institutional parallels. Even after the death of his wife, he uses the opportunity to teach Shang-Chi about the importance of a blood debt, and then cools back to ""family man"". After his ""family man"" persona is established, his character moves mechanically and in uninteresting fashion as a plot device to further Shang-Chi's character.Docking another star for excessive use of comedic interruption. Plenty of the side dialogue was quite fun, but too often the tension in action scenes was cut unnecessarily for comedic relief that really wasn't that good. With so much casual death, the humor should be dark if at all.Docking one more star for the contrived motivations for fights. Halfway through we find out that Wenwu had no expectation of killing his children when sending his goons, yet he wasted the resources anyway because it was fun for us to watch. Then Wenwu decides to burn the village where his wife is being kept without any real deliberation or dialogue. Sure it was a fun fight to watch, but it largely could've been ignored. We also burned plenty of CGI getting these animals to fight, pretty much just because it looks cool.Lastly, Shang-Chi admits to killing his mother's killer, but we never see the actual scene. Looking forward to when that is finally shown, either in the extended cut release, or in a later film.",positive
177,"This movie is worthy of praise, it truly represented the people, history and lore of the legend. Early reports said this was the Asian version of Black Panther and that could not be further from the truth. Despite sales, Black Panther was hands down the worst film Marvel released, until Black Widow snatched that crown. You get invested in these characters and had they cast a better side kick other than the unattractive, not funny, Awkwafina I probably would have considered a 9 for the film. I don't know who blessed her with the Asian female Kevin Hart title, but she is awful in everything. I hate her voice, hate acting and her face is 100% Cabage Patch.I know nothing about these comics, but I truly want to know more about Changs Father and the legacy of the rings. I would assume that will be explored in the sequel, but again, the writer and director deserve praise for how they unfolded and told the story. Phase 4 was not looking promising, but this was aa strong entry and worthy of the same praise Iron Man got. Shang may be the New MCU Poster Boy. The pace probably could have been quickened. At 2:20, it was probably at least 10 minutes minimum too long.That said, it's a great story, acted and directed well and the only irritant was Awkwafina. Comparing her to Kevin Hart is an insult to Kevin, she is the Asian Female Jerry Lewis and that is one clown I could live a lifetime without having ever seen!",negative
178,"I was so excited to see this just becos of Tony Leung, and he pulled this off amazingly. He probably the few or actually the only one villian that you love in the MCU. All the casts are good, the sister is a bit soft but ok. Anyways, it's a fun movie, and if you like Tony Leung, you have to see this, this film will make you love Tony even more.",positive
